0.1555556,0.26666667,0.31111111,0.37777778,0.37777778,0.4
0.03125,0.0625,0.0625,0.0625,0.0625,0.0625
0,0,0,0,0.03030303,0.06060606
0,0.02439024,0.04878049,0.07317073,0.09756098,0.09756098
0,0.06451613,0.06451613,0.06451613,0.09677419,0.12903226
0,0,0.05,0.05,0.05,0.05
0,0,0,0,0,0.08333333
